name,category,price,quantity
MasterCraft Stainless Exterior Paint (L),Paint & Adhesives,55.17,67
ProFix Heavy-Duty Impact Driver 20mm,Power Tools,82.63,17
IronWorks Galvanized Chisel,Tools,77.43,48
ProFix Quick-Fit Zip Ties Pack 25mm,Consumables,6.66,381
ProFix Eco Adjustable Wrench,Tools,91.43,6
AquaFlow Galvanized Sprayer,Garden,19.24,17
HardPro Multi-Purpose Anchor,Fasteners,11.61,115
IronWorks Stainless Exterior Paint (L),Paint & Adhesives,32.18,36
HardPro Heavy-Duty Circular Saw,Power Tools,339.23,12
MasterCraft Multi-Purpose Nut,Fasteners,5.69,104
Voltix Quick-Fit Pliers,Tools,104.2,19
SecureHold Galvanized Nut,Fasteners,6.91,134
ToolMight Quick-Fit Pipe (m),Plumbing,90.82,59
BrightBuild Eco Pliers,Tools,96.32,41
AquaFlow Galvanized Dust Mask,Safety,25.87,198
ToolMight Multi-Purpose Lockset,Hardware,42.96,87
HardPro Heavy-Duty Ball Valve 32mm,Plumbing,17.25,11
Voltix Stainless Socket Outlet 1/4inch,Electrical,13.57,58
SecureHold Eco Pipe (m),Plumbing,26.35,60
HardPro Precision Pruning Shears,Garden,105.04,19
BrightBuild Heavy-Duty Anchor,Fasteners,9.32,132
HardPro Heavy-Duty Circular Saw,Power Tools,268.44,7
IronWorks Multi-Purpose Safety Glasses,Safety,55.28,165
HardPro Galvanized Tape Measure 25mm,Tools,113.2,42
IronWorks Precision Bolt 16mm,Fasteners,10.07,158
ProFix Galvanized Sprayer,Garden,38.45,40
IronWorks Stainless Teflon Tape,Plumbing,28.38,5
IronWorks Precision Pruning Shears,Garden,98.38,11
SecureHold Eco Safety Glasses,Safety,36.93,117
SureGrip Industrial Safety Glasses,Safety,30.29,121
ProFix Multi-Purpose Epoxy (ml),Paint & Adhesives,6.36,24
MasterCraft Industrial Socket Outlet,Electrical,18.32,31
BrightBuild Galvanized Pipe (m),Plumbing,38.89,9
SureGrip Precision Tap Washer,Plumbing,65.2,21
AquaFlow Heavy-Duty Nut,Fasteners,11.42,150
Voltix Precision Door Handle,Hardware,28.18,39
Voltix Premium Chisel 12mm,Tools,28.03,14
SureGrip Compact Sprayer 16mm,Garden,88.89,58
ToolMight Heavy-Duty Switch 12mm,Electrical,66.8,117
AquaFlow Eco Washer,Fasteners,8.65,115
AquaFlow Galvanized Door Handle,Hardware,45.15,80
SureGrip Industrial Pruning Shears,Garden,53.86,50
AquaFlow Premium Garden Fork,Garden,18.13,22
BrightBuild Industrial Pipe (m),Plumbing,20.07,26
HardPro Stainless Silicone Sealant (ml),Paint & Adhesives,4.23,25
ProFix Heavy-Duty Cable Clips Pack,Consumables,8.86,54
ToolMight Heavy-Duty Work Gloves,Safety,11.03,161
SureGrip Heavy-Duty Pipe (m),Plumbing,54.12,65
SecureHold Multi-Purpose Angle Grinder 250mm,Power Tools,179.56,5
IronWorks Multi-Purpose Pipe (m),Plumbing,34.99,41
IronWorks Eco Adjustable Wrench,Tools,46.68,7
SureGrip Galvanized Epoxy (ml),Paint & Adhesives,56.38,24
AquaFlow Premium Epoxy (ml),Paint & Adhesives,15.14,4
BrightBuild Compact Circuit Breaker,Electrical,13.89,10
BrightBuild Premium Zip Ties Pack,Consumables,1.61,264
MasterCraft Compact Sprayer 1/2inch,Garden,59.72,37
BrightBuild Multi-Purpose Dust Mask,Safety,56.7,142
AquaFlow Precision Hinge,Hardware,66.42,7
IronWorks Industrial Epoxy (ml),Paint & Adhesives,47.19,59
ProFix Multi-Purpose Teflon Tape,Plumbing,20.95,70
AquaFlow Quick-Fit Ear Protection 250mm,Safety,23.54,138
SureGrip Heavy-Duty Dust Mask,Safety,30.16,189
AquaFlow Multi-Purpose Chisel 1/4inch,Tools,115.7,16
Voltix Galvanized Garden Fork,Garden,116.93,56
Voltix Compact Exterior Paint (L),Paint & Adhesives,48.78,41
ProFix Galvanized Zip Ties Pack,Consumables,12.82,291
ToolMight Premium Circuit Breaker,Electrical,57.18,70
ProFix Multi-Purpose Sprayer,Garden,16.44,52
SecureHold Quick-Fit Sandpaper Pack 20mm,Consumables,6.07,296
AquaFlow Galvanized Washer 16mm,Fasteners,10.41,167
AquaFlow Quick-Fit LED Bulb,Electrical,59.43,59
SecureHold Eco Tape Measure,Tools,10.45,21
ToolMight Premium Wood Glue (ml),Paint & Adhesives,26.84,40
ToolMight Stainless LED Bulb,Electrical,50.84,115
IronWorks Precision Washer,Fasteners,8.63,115
MasterCraft Quick-Fit Sprayer,Garden,87.37,39
HardPro Premium Dust Mask 1/4inch,Safety,53.68,43
Voltix Compact Lockset,Hardware,14.24,54
SureGrip Galvanized Circular Saw,Power Tools,437.71,25
IronWorks Premium Hose Reel,Garden,53.44,36
ProFix Quick-Fit Socket Outlet,Electrical,21.83,47
ProFix Eco Epoxy (ml),Paint & Adhesives,54.53,30
MasterCraft Heavy-Duty Exterior Paint (L),Paint & Adhesives,60.57,41
SecureHold Compact Extension Lead 16mm,Electrical,27.07,89
SecureHold Precision Jigsaw,Power Tools,66.08,15
MasterCraft Quick-Fit Circular Saw,Power Tools,377.18,5
BrightBuild Premium Extension Lead,Electrical,60.07,63
Voltix Stainless Hammer 32mm,Tools,113.7,59
ToolMight Eco Wood Glue (ml),Paint & Adhesives,37.12,3
SureGrip Industrial Work Gloves,Safety,6.73,147
BrightBuild Galvanized Zip Ties Pack,Consumables,16.65,478
ToolMight Compact Ear Protection,Safety,2.27,89
ToolMight Galvanized Cabinet Knob,Hardware,7.39,10
AquaFlow Industrial Tap Washer,Plumbing,60.39,53
SureGrip Precision Exterior Paint (L),Paint & Adhesives,18.78,9
HardPro Heavy-Duty Jigsaw,Power Tools,92.66,22
IronWorks Galvanized Interior Paint (L),Paint & Adhesives,9.15,26
MasterCraft Precision Tape Measure 1/2inch,Tools,81.42,35
AquaFlow Stainless Bolt 12mm,Fasteners,4.3,154
IronWorks Industrial LED Bulb,Electrical,25.21,10
SureGrip Quick-Fit Teflon Tape 10mm,Plumbing,39.51,6
AquaFlow Precision Sandpaper Pack 20mm,Consumables,10.52,412
BrightBuild Precision Ear Protection,Safety,35.63,136
BrightBuild Compact Wood Glue (ml),Paint & Adhesives,41.58,5
MasterCraft Quick-Fit Sprayer 32mm,Garden,87.82,42
ProFix Industrial Ear Protection,Safety,3.21,113
SecureHold Premium Nut,Fasteners,1.55,74
SureGrip Heavy-Duty Cabinet Knob,Hardware,44.32,51
MasterCraft Industrial Teflon Tape,Plumbing,66.72,56
IronWorks Multi-Purpose Zip Ties Pack,Consumables,10.48,415
IronWorks Eco Wire (m),Electrical,21.05,118
Voltix Eco Switch,Electrical,90.88,68
Voltix Precision Impact Driver 1/2inch,Power Tools,308.44,10
MasterCraft Multi-Purpose Anchor 16mm,Fasteners,8.11,132
BrightBuild Compact Utility Knife 1/4inch,Tools,116.69,23
IronWorks Stainless Ball Valve,Plumbing,98.87,9
SureGrip Compact Circular Saw 1/2inch,Power Tools,82.73,3
ToolMight Heavy-Duty Safety Glasses,Safety,33.52,120
ProFix Heavy-Duty Switch,Electrical,77.91,67
BrightBuild Precision Epoxy (ml),Paint & Adhesives,46.35,12
Voltix Quick-Fit Epoxy (ml),Paint & Adhesives,4.9,40
SecureHold Stainless Ball Valve,Plumbing,14.26,41
BrightBuild Premium Hose Reel 12mm,Garden,87.18,22
SecureHold Industrial Wire (m),Electrical,62.88,71
BrightBuild Quick-Fit Nut 250mm,Fasteners,1.36,119
ProFix Industrial Jigsaw,Power Tools,370.09,5
AquaFlow Heavy-Duty Anchor,Fasteners,7.2,183
BrightBuild Industrial Angle Grinder,Power Tools,216.94,6
ProFix Industrial Interior Paint (L),Paint & Adhesives,53.73,21
IronWorks Quick-Fit Teflon Tape,Plumbing,65.99,43
SecureHold Premium Silicone Sealant (ml),Paint & Adhesives,44.19,11
ToolMight Precision Pipe (m),Plumbing,54.7,24
ToolMight Galvanized Garden Fork,Garden,82.34,3
BrightBuild Eco Nails Pack,Consumables,6.14,466
IronWorks Galvanized Nut,Fasteners,11.25,167
ToolMight Quick-Fit Ear Protection,Safety,46.62,143
Voltix Industrial LED Bulb,Electrical,87.93,102
SureGrip Precision Hose Reel 1/4inch,Garden,135.99,46
BrightBuild Galvanized Screwdriver Set,Tools,41.26,14
SecureHold Eco Ball Valve 1/2inch,Plumbing,5.46,59
ToolMight Quick-Fit Lockset 250mm,Hardware,42.46,74
Voltix Heavy-Duty Sprayer,Garden,78.38,28
IronWorks Quick-Fit Hose Reel,Garden,46.18,43
ProFix Industrial Sandpaper Pack,Consumables,24.26,33
ProFix Multi-Purpose Ear Protection,Safety,46.93,67
AquaFlow Multi-Purpose Wood Glue (ml),Paint & Adhesives,7.08,27
BrightBuild Eco Hinge,Hardware,81.71,61
BrightBuild Stainless Screw,Fasteners,12.64,129
ToolMight Eco Hammer,Tools,112.14,57
Voltix Galvanized Pruning Shears,Garden,100.44,21
SureGrip Eco Silicone Sealant (ml),Paint & Adhesives,62.0,43
IronWorks Eco Safety Glasses,Safety,53.8,200
ProFix Stainless Tap Washer,Plumbing,29.83,75
ToolMight Quick-Fit Door Handle,Hardware,36.71,78
AquaFlow Compact Hinge,Hardware,40.51,56
AquaFlow Galvanized Zip Ties Pack,Consumables,6.0,250
ProFix Stainless Silicone Sealant (ml),Paint & Adhesives,50.17,47
Voltix Precision Washer,Fasteners,2.96,130
IronWorks Compact Impact Driver,Power Tools,123.5,16
AquaFlow Premium Circular Saw,Power Tools,165.23,8
BrightBuild Galvanized Teflon Tape 1/4inch,Plumbing,69.28,79
SureGrip Precision Cabinet Knob,Hardware,28.26,75
ProFix Stainless Cabinet Knob 20mm,Hardware,74.86,43
IronWorks Premium Work Gloves 32mm,Safety,26.02,144
HardPro Precision Hose Reel 16mm,Garden,34.24,35
ProFix Galvanized Anchor,Fasteners,5.03,174
MasterCraft Quick-Fit Sprayer 300mm,Garden,102.48,55
IronWorks Premium Sandpaper Pack,Consumables,29.21,191
BrightBuild Stainless Bolt 12mm,Fasteners,2.54,152
IronWorks Premium Jigsaw 16mm,Power Tools,84.78,23
ProFix Galvanized Sandpaper Pack,Consumables,18.6,395
ToolMight Industrial Cable Clips Pack,Consumables,15.76,118
SecureHold Heavy-Duty Silicone Sealant (ml),Paint & Adhesives,30.9,63
BrightBuild Multi-Purpose Pipe (m),Plumbing,80.31,36
ProFix Precision Sprayer,Garden,54.96,51
SureGrip Industrial Impact Driver 250mm,Power Tools,301.6,24
HardPro Precision Impact Driver 32mm,Power Tools,403.46,11
AquaFlow Industrial Jigsaw,Power Tools,309.74,19
SureGrip Galvanized Utility Knife,Tools,67.95,29
HardPro Stainless Screw,Fasteners,4.1,81
SureGrip Premium Silicone Sealant (ml),Paint & Adhesives,47.59,47
IronWorks Premium Jigsaw 16mm,Power Tools,395.0,7
SureGrip Compact Jigsaw,Power Tools,137.0,13
ProFix Galvanized Cable Clips Pack,Consumables,24.35,266
ToolMight Quick-Fit Pipe (m),Plumbing,84.64,74
MasterCraft Multi-Purpose Hammer,Tools,96.65,58
SureGrip Galvanized Circular Saw,Power Tools,91.77,12
AquaFlow Compact Exterior Paint (L),Paint & Adhesives,40.62,51
MasterCraft Industrial Washer 12mm,Fasteners,12.95,51
AquaFlow Quick-Fit LED Bulb 12mm,Electrical,39.83,118
BrightBuild Eco Sprayer 1/4inch,Garden,100.08,21
IronWorks Stainless Extension Lead 10mm,Electrical,71.96,54
SecureHold Industrial Door Handle,Hardware,45.11,40
AquaFlow Industrial Sprayer,Garden,91.13,45
IronWorks Industrial Angle Grinder,Power Tools,150.32,14
HardPro Heavy-Duty Screw 25mm,Fasteners,2.62,76
ProFix Multi-Purpose Washer,Fasteners,1.23,91
IronWorks Stainless Circuit Breaker 16mm,Electrical,42.76,14
ToolMight Eco Pruning Shears 12mm,Garden,105.85,44
Voltix Stainless Pruning Shears,Garden,85.74,4
ProFix Compact Screwdriver Set,Tools,102.38,23
AquaFlow Multi-Purpose Ear Protection 16mm,Safety,53.7,16
HardPro Quick-Fit Tap Washer,Plumbing,64.41,45
AquaFlow Industrial Cabinet Knob,Hardware,23.76,86
ToolMight Industrial Bolt,Fasteners,10.56,152
SecureHold Eco Lockset 20mm,Hardware,32.55,25
SureGrip Compact Zip Ties Pack 1/2inch,Consumables,6.31,412
ToolMight Galvanized Washer,Fasteners,6.52,148
HardPro Precision Wire (m),Electrical,31.03,38
BrightBuild Quick-Fit Adjustable Wrench,Tools,40.59,15
SecureHold Stainless Sandpaper Pack 1/4inch,Consumables,27.28,222
SecureHold Industrial Pipe (m),Plumbing,14.19,79
MasterCraft Precision Bolt,Fasteners,3.21,87
BrightBuild Multi-Purpose LED Bulb,Electrical,40.09,46
IronWorks Stainless Door Handle 1/4inch,Hardware,32.52,20
ToolMight Industrial Nails Pack,Consumables,19.54,408
MasterCraft Stainless Drill,Power Tools,50.82,5
HardPro Quick-Fit Circular Saw 1/2inch,Power Tools,188.76,25
AquaFlow Industrial Epoxy (ml),Paint & Adhesives,46.44,34
AquaFlow Precision Nails Pack,Consumables,29.81,294
MasterCraft Eco Silicone Sealant (ml),Paint & Adhesives,52.62,6
BrightBuild Stainless Circular Saw,Power Tools,80.15,9
BrightBuild Multi-Purpose Dust Mask,Safety,18.78,40
ToolMight Multi-Purpose Bolt 1/4inch,Fasteners,10.89,156
SecureHold Precision Safety Glasses,Safety,11.91,105
SecureHold Stainless Bolt 1/2inch,Fasteners,9.2,85
MasterCraft Quick-Fit Cabinet Knob,Hardware,28.9,29
SecureHold Heavy-Duty Dust Mask 1/4inch,Safety,49.46,38
SecureHold Stainless Hammer,Tools,102.38,53
SureGrip Eco Tap Washer,Plumbing,63.96,37
ToolMight Multi-Purpose Nails Pack 32mm,Consumables,13.71,45
MasterCraft Galvanized Nut 12mm,Fasteners,8.64,59
ToolMight Galvanized Interior Paint (L),Paint & Adhesives,48.62,68
HardPro Compact Teflon Tape 250mm,Plumbing,12.45,9
Voltix Heavy-Duty Adjustable Wrench,Tools,89.26,29
AquaFlow Multi-Purpose Drill 300mm,Power Tools,104.79,2
AquaFlow Premium Cabinet Knob 32mm,Hardware,47.95,70
ToolMight Stainless Wire (m),Electrical,40.41,72
IronWorks Heavy-Duty Nails Pack 250mm,Consumables,2.28,398
SecureHold Industrial Bolt,Fasteners,6.38,52
IronWorks Quick-Fit Safety Glasses,Safety,11.92,109
ProFix Precision Pipe (m),Plumbing,7.4,11
HardPro Eco Lockset 300mm,Hardware,55.03,56
SureGrip Compact Work Gloves,Safety,23.05,45
BrightBuild Premium Circular Saw,Power Tools,284.04,9
ProFix Galvanized Angle Grinder,Power Tools,48.13,3
SureGrip Industrial Circuit Breaker,Electrical,36.26,72
Voltix Stainless Screwdriver Set 1/4inch,Tools,15.03,14
IronWorks Galvanized Washer,Fasteners,14.95,82
ProFix Heavy-Duty Interior Paint (L),Paint & Adhesives,28.95,46
IronWorks Stainless Epoxy (ml),Paint & Adhesives,69.3,51
IronWorks Heavy-Duty Sandpaper Pack,Consumables,30.06,292
SecureHold Quick-Fit Bolt 25mm,Fasteners,1.54,158
IronWorks Multi-Purpose Tape Measure 10mm,Tools,106.04,49
HardPro Heavy-Duty Wood Glue (ml),Paint & Adhesives,6.86,58
IronWorks Precision Ear Protection,Safety,15.94,17
SureGrip Eco Tape Measure,Tools,70.72,47
ProFix Galvanized Lockset,Hardware,39.63,29
SureGrip Galvanized Ear Protection,Safety,29.16,147
SecureHold Industrial Utility Knife,Tools,25.13,25
MasterCraft Compact Screw,Fasteners,2.68,139
AquaFlow Quick-Fit Chisel 12mm,Tools,47.31,38
AquaFlow Eco Dust Mask,Safety,61.97,110
HardPro Compact Bolt,Fasteners,16.45,148
ProFix Heavy-Duty Wire (m),Electrical,12.13,70
ProFix Industrial Epoxy (ml),Paint & Adhesives,22.39,9
AquaFlow Eco Impact Driver,Power Tools,193.87,18
ToolMight Quick-Fit Ball Valve,Plumbing,111.91,43
BrightBuild Premium Garden Fork 1/2inch,Garden,89.9,56
ToolMight Premium Epoxy (ml),Paint & Adhesives,5.0,37
HardPro Stainless Drill 20mm,Power Tools,260.97,12
BrightBuild Heavy-Duty Exterior Paint (L),Paint & Adhesives,80.22,5
AquaFlow Galvanized Socket Outlet 20mm,Electrical,46.29,34
MasterCraft Galvanized Adjustable Wrench 32mm,Tools,34.46,47
MasterCraft Heavy-Duty Cabinet Knob,Hardware,10.25,15
IronWorks Industrial Sandpaper Pack 25mm,Consumables,22.43,122
HardPro Compact Teflon Tape 16mm,Plumbing,32.75,59
AquaFlow Compact Anchor 1/2inch,Fasteners,7.17,136
SureGrip Eco Hammer 10mm,Tools,79.13,16
ToolMight Premium Tap Washer,Plumbing,76.73,10
AquaFlow Stainless LED Bulb 20mm,Electrical,61.15,43
MasterCraft Quick-Fit Ball Valve,Plumbing,75.07,18
ProFix Multi-Purpose Door Handle,Hardware,65.28,59
Voltix Galvanized LED Bulb 250mm,Electrical,14.19,71
ProFix Industrial Adjustable Wrench,Tools,60.25,8
SecureHold Heavy-Duty Bolt,Fasteners,6.85,178
HardPro Multi-Purpose Drill 10mm,Power Tools,259.75,15
AquaFlow Galvanized Pruning Shears 20mm,Garden,11.08,3
IronWorks Quick-Fit Adjustable Wrench,Tools,8.29,58
IronWorks Quick-Fit Anchor,Fasteners,11.03,97
ProFix Heavy-Duty Nut 25mm,Fasteners,12.51,186
BrightBuild Galvanized Nails Pack 10mm,Consumables,10.84,92
SureGrip Industrial Zip Ties Pack,Consumables,15.63,453
IronWorks Precision Angle Grinder,Power Tools,44.16,18
ToolMight Heavy-Duty Safety Glasses,Safety,50.63,196
ProFix Compact Pipe (m),Plumbing,83.68,58
SureGrip Compact Teflon Tape 25mm,Plumbing,30.74,40
IronWorks Eco Garden Fork,Garden,133.63,33
SureGrip Industrial Anchor 12mm,Fasteners,1.03,99
MasterCraft Quick-Fit Screw,Fasteners,10.55,197
ToolMight Precision Ear Protection,Safety,58.32,151
AquaFlow Galvanized Sandpaper Pack,Consumables,3.22,207
HardPro Stainless Lockset 300mm,Hardware,50.06,79
SureGrip Quick-Fit Bolt,Fasteners,2.69,99
MasterCraft Premium Drill,Power Tools,415.08,13
BrightBuild Quick-Fit Garden Fork 1/4inch,Garden,42.64,12
BrightBuild Industrial Extension Lead,Electrical,71.33,63
MasterCraft Stainless LED Bulb 10mm,Electrical,19.56,37
Voltix Premium Screw,Fasteners,15.07,187
SecureHold Compact Work Gloves,Safety,41.75,26
IronWorks Premium Chisel 1/4inch,Tools,70.38,52
MasterCraft Precision Silicone Sealant (ml),Paint & Adhesives,23.75,15
ToolMight Compact Exterior Paint (L),Paint & Adhesives,35.13,42
SureGrip Industrial Work Gloves 250mm,Safety,23.11,26
HardPro Heavy-Duty Hose Connector 16mm,Plumbing,51.12,30
SureGrip Industrial Cabinet Knob 300mm,Hardware,66.73,77
IronWorks Premium Lockset 25mm,Hardware,50.9,85
ToolMight Heavy-Duty Wire (m),Electrical,57.1,57
AquaFlow Multi-Purpose Tape Measure,Tools,8.51,26
ProFix Eco Cabinet Knob 10mm,Hardware,92.17,85
IronWorks Precision Washer,Fasteners,10.43,101
ProFix Precision Anchor 16mm,Fasteners,9.12,187
Voltix Compact Cable Clips Pack 12mm,Consumables,20.26,408
AquaFlow Compact Teflon Tape 1/4inch,Plumbing,33.6,42
Voltix Stainless Exterior Paint (L),Paint & Adhesives,39.94,5
SureGrip Multi-Purpose Door Handle,Hardware,78.07,62
ToolMight Heavy-Duty Adjustable Wrench 20mm,Tools,129.43,20
ToolMight Precision Garden Fork,Garden,9.24,31
Voltix Multi-Purpose Hose Reel 300mm,Garden,71.14,6
SureGrip Industrial Teflon Tape 20mm,Plumbing,25.85,73
SecureHold Premium Pliers,Tools,16.43,32
SureGrip Stainless Wire (m),Electrical,54.04,108
Voltix Compact Cabinet Knob,Hardware,21.15,35
SureGrip Eco Ear Protection,Safety,32.51,130
IronWorks Heavy-Duty Tap Washer,Plumbing,76.53,38
IronWorks Quick-Fit Cabinet Knob,Hardware,13.63,6
ToolMight Eco Screw,Fasteners,10.82,178
Voltix Multi-Purpose Zip Ties Pack,Consumables,19.96,237
AquaFlow Multi-Purpose Chisel,Tools,60.2,13
SureGrip Industrial Cabinet Knob 300mm,Hardware,15.29,66
Voltix Quick-Fit Teflon Tape 16mm,Plumbing,90.55,16
HardPro Quick-Fit Wood Glue (ml),Paint & Adhesives,3.74,31
HardPro Premium Hose Reel,Garden,15.21,26
AquaFlow Premium Hammer 250mm,Tools,36.92,15
HardPro Quick-Fit Utility Knife 300mm,Tools,11.83,56
MasterCraft Multi-Purpose Sprayer 300mm,Garden,130.77,15
MasterCraft Compact Sprayer 16mm,Garden,129.56,56
MasterCraft Stainless Sandpaper Pack,Consumables,8.75,47
BrightBuild Premium Hammer 25mm,Tools,67.04,25
HardPro Multi-Purpose Lockset 25mm,Hardware,44.87,24
SureGrip Compact Screw,Fasteners,17.91,184
SecureHold Compact Switch,Electrical,39.93,58
Voltix Multi-Purpose Nails Pack 20mm,Consumables,21.12,344
HardPro Stainless Door Handle,Hardware,45.95,29
HardPro Galvanized Garden Fork,Garden,10.0,36
ProFix Multi-Purpose Drill 10mm,Power Tools,479.63,12
Voltix Heavy-Duty Nut,Fasteners,9.97,84
AquaFlow Quick-Fit Teflon Tape,Plumbing,43.33,58
SecureHold Precision Extension Lead,Electrical,61.92,83
ProFix Premium Sandpaper Pack 12mm,Consumables,14.51,321
ToolMight Eco Hammer,Tools,67.59,13
HardPro Heavy-Duty Jigsaw 250mm,Power Tools,211.06,23
SecureHold Stainless Garden Fork,Garden,44.38,56
HardPro Multi-Purpose Circular Saw,Power Tools,119.1,13
MasterCraft Eco Hose Connector,Plumbing,19.04,42
SureGrip Stainless Sprayer,Garden,45.82,25
ToolMight Galvanized Jigsaw,Power Tools,96.33,8
MasterCraft Industrial Anchor,Fasteners,10.17,191
Voltix Quick-Fit Nut,Fasteners,13.41,135
HardPro Premium Hose Connector,Plumbing,11.7,60
ToolMight Multi-Purpose Safety Glasses,Safety,10.35,99
HardPro Stainless Jigsaw,Power Tools,441.02,23
HardPro Industrial Dust Mask,Safety,34.01,166
HardPro Industrial Screw,Fasteners,12.09,128
SecureHold Industrial Nails Pack,Consumables,7.69,199
BrightBuild Precision Drill,Power Tools,156.98,12
Voltix Stainless Impact Driver,Power Tools,328.87,16
ProFix Heavy-Duty Screwdriver Set 32mm,Tools,63.51,16
BrightBuild Eco Cabinet Knob,Hardware,10.59,24
SecureHold Quick-Fit Hose Connector,Plumbing,74.84,57
ProFix Stainless Jigsaw,Power Tools,234.05,5
SureGrip Precision Epoxy (ml),Paint & Adhesives,37.53,43
BrightBuild Heavy-Duty Nails Pack,Consumables,13.49,453
MasterCraft Eco Screw,Fasteners,9.34,89
BrightBuild Precision Pliers,Tools,138.74,50
Voltix Multi-Purpose Pruning Shears,Garden,81.29,15
Voltix Eco Nut 25mm,Fasteners,12.91,118
ProFix Premium Pruning Shears,Garden,133.45,24
SureGrip Premium LED Bulb,Electrical,57.06,26
SecureHold Galvanized Hose Connector,Plumbing,11.63,44
BrightBuild Eco Angle Grinder,Power Tools,162.32,23
MasterCraft Premium Lockset,Hardware,82.54,59
ToolMight Galvanized Hose Reel,Garden,54.87,10
HardPro Stainless Circuit Breaker 1/4inch,Electrical,46.18,65
AquaFlow Premium Chisel,Tools,53.8,59
SureGrip Quick-Fit Pruning Shears,Garden,49.51,32
MasterCraft Precision Silicone Sealant (ml),Paint & Adhesives,21.52,65
IronWorks Compact Bolt 12mm,Fasteners,12.22,168
HardPro Compact Bolt 32mm,Fasteners,12.58,196
AquaFlow Quick-Fit Washer,Fasteners,5.37,71
SureGrip Industrial Washer 32mm,Fasteners,12.87,72
AquaFlow Premium Switch 32mm,Electrical,61.85,20
ProFix Premium Work Gloves 250mm,Safety,26.52,172
Voltix Industrial Garden Fork 1/4inch,Garden,6.11,44
HardPro Premium Sandpaper Pack,Consumables,20.89,155
MasterCraft Heavy-Duty Cabinet Knob,Hardware,47.25,48
SecureHold Eco Interior Paint (L),Paint & Adhesives,43.43,63
ToolMight Eco Angle Grinder 32mm,Power Tools,289.62,8
ProFix Precision Zip Ties Pack,Consumables,21.05,54
AquaFlow Stainless Teflon Tape,Plumbing,103.36,57
SureGrip Premium Wire (m),Electrical,54.59,80
SureGrip Stainless Nails Pack,Consumables,18.97,321
ToolMight Compact Teflon Tape 1/4inch,Plumbing,87.65,21
BrightBuild Eco Tap Washer,Plumbing,13.69,76
ToolMight Quick-Fit Lockset,Hardware,36.85,5
IronWorks Eco Lockset,Hardware,62.94,28
IronWorks Precision Bolt 20mm,Fasteners,15.32,197
AquaFlow Eco Circuit Breaker,Electrical,39.38,114
HardPro Precision Tape Measure 12mm,Tools,32.16,48
SecureHold Heavy-Duty Adjustable Wrench,Tools,73.91,60
ProFix Compact Tape Measure,Tools,40.28,51
ProFix Eco Jigsaw,Power Tools,189.24,14
ProFix Multi-Purpose Pruning Shears,Garden,51.48,32
MasterCraft Industrial Screw,Fasteners,9.84,190
SecureHold Premium Door Handle,Hardware,16.79,85
BrightBuild Galvanized Hinge,Hardware,4.37,44
ToolMight Quick-Fit Wire (m),Electrical,17.93,111
HardPro Premium Ear Protection,Safety,56.94,164
BrightBuild Eco Drill 1/4inch,Power Tools,86.67,19
ToolMight Stainless Nut,Fasteners,11.91,92
SureGrip Stainless Impact Driver,Power Tools,53.88,5
SecureHold Eco Door Handle 12mm,Hardware,32.41,13
ToolMight Stainless Garden Fork 32mm,Garden,117.06,29
HardPro Eco Drill,Power Tools,123.25,8
Voltix Precision Extension Lead,Electrical,44.68,100
BrightBuild Compact Hinge,Hardware,70.31,78
Voltix Premium Hose Connector,Plumbing,33.33,76
BrightBuild Eco Ball Valve 250mm,Plumbing,47.09,17
SecureHold Compact Wire (m),Electrical,48.33,26
SecureHold Industrial Pipe (m),Plumbing,102.35,39
SecureHold Compact Socket Outlet,Electrical,14.79,85
IronWorks Industrial Hammer 20mm,Tools,40.94,36
SureGrip Multi-Purpose Pliers 250mm,Tools,25.88,47
SureGrip Premium Cabinet Knob 10mm,Hardware,53.17,63
ToolMight Premium Pliers,Tools,140.21,51
Voltix Stainless Teflon Tape,Plumbing,18.34,70
AquaFlow Industrial Work Gloves,Safety,26.28,107
SecureHold Quick-Fit Work Gloves 16mm,Safety,18.0,117
ProFix Eco Silicone Sealant (ml),Paint & Adhesives,18.22,50
ToolMight Industrial Handsaw,Tools,51.34,40
HardPro Galvanized Hinge,Hardware,19.92,61
Voltix Stainless Pipe (m),Plumbing,84.08,30
SureGrip Eco Chisel 16mm,Tools,21.89,26
ProFix Heavy-Duty Cabinet Knob 10mm,Hardware,70.21,22
SureGrip Galvanized Epoxy (ml),Paint & Adhesives,30.64,42
IronWorks Heavy-Duty Cable Clips Pack,Consumables,18.75,203
AquaFlow Precision Tape Measure 32mm,Tools,115.42,33
SecureHold Industrial Screwdriver Set,Tools,94.77,32
AquaFlow Galvanized Bolt 16mm,Fasteners,7.92,132
ToolMight Compact Hose Reel 16mm,Garden,93.15,26
IronWorks Galvanized Screw,Fasteners,0.82,71
ToolMight Eco Screw,Fasteners,10.04,127
SureGrip Quick-Fit Safety Glasses 10mm,Safety,68.32,97
IronWorks Stainless Utility Knife,Tools,94.39,34
ToolMight Quick-Fit Chisel,Tools,32.78,35
ToolMight Heavy-Duty Cable Clips Pack,Consumables,14.77,331
IronWorks Multi-Purpose Handsaw 1/4inch,Tools,11.47,36
IronWorks Galvanized Drill 250mm,Power Tools,43.65,18
HardPro Precision Angle Grinder,Power Tools,50.27,3
HardPro Heavy-Duty Work Gloves,Safety,15.28,38
HardPro Galvanized Tape Measure,Tools,39.7,19
