name,category,price,quantity
Massage Tool,Pets,24.5,250
Acupressure Mat,Pets,34.99,180
Calming Vest,Pets,45.25,150
Thunder Shirt,Pets,39.99,160
Anxiety Wrap,Pets,42.5,140
Calming Diffuser,Pets,28.75,220
Spray,Pets,19.99,350
Collar Insert,Pets,14.5,400
Treat,Pets,22.25,600
Supplements,Pets,34.99,300
First Aid Kit,Pets,45.5,200
Emergency Kit,Pets,79.99,120
Travel Kit,Pets,34.25,250
Grooming Kit,Pets,89.5,150
Dental Kit,Pets,39.99,180
Ear Care Kit,Pets,24.5,280
Eye Care Kit,Pets,19.75,320
Paw Care Kit,Pets,28.99,220
Skin Care Kit,Pets,35.25,200
Coat Care Kit,Pets,42.5,180
Joint Care Kit,Pets,59.99,150
Senior Care Kit,Pets,69.5,130
Puppy Kit,Pets,79.25,120
Kitten Kit,Pets,74.99,110
Small Animal Kit,Pets,45.5,180
Bird Kit,Pets,39.99,150
Reptile Kit,Pets,54.25,120
Fish Kit,Pets,49.5,130
Ferret Kit,Pets,44.99,140
Rabbit Kit,Pets,38.5,160
Guinea Pig Kit,Pets,35.25,170
Hamster Kit,Pets,32.99,180
Chinchilla Kit,Pets,42.5,150
Hedgehog Kit,Pets,47.99,130
Sugar Glider Kit,Pets,59.5,110
